,length of time series,number of time series compared,incidence mean,incidence std,expected noise:event ratio,max lag,number of populations,individuals within populations similar,individuals across populations similar,Z score mean (v1_sigma),Z score std (v1_sigma),Z score mean (v2_sigma),Z score std (v2_sigma),raw data directory,log ratio,number_of_comparisons,v1_null_mean,v1_null_std,v2_null_mean,v2_null_std,v1 weighted Z-score,v1 p-value,v2 weighted Z-score,v2 p-value,sqrt number_of_comparisons
10,2935,20,0.153441227,0.038879696,0.060456019,21,4,FALSE,FALSE,3.72839401,1.014022574,0.585144955,1.033006309,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2935/2021_2_5_17_23_33,-2.805839132,43,0.160550173,1.151576665,0.031406681,1.33308588,20.31642124,1,2.723834038,0.996773554,6.557438524
11,1203,20,0.167581047,0.086496647,9.10960355,27,2,TRUE,FALSE,-0.290929637,1.075506072,-0.042256246,0.894588926,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1203/2021_2_5_17_23_34,2.209329192,106,-0.340876108,1.027910091,-0.07426662,0.880994109,0.50026787,0.691556763,0.374085324,0.645829581,10.29563014
12,4644,77,0.123474501,0.088848426,0.072187881,19,8,FALSE,FALSE,3.477659008,1.084558709,0.609465931,3.349151,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4644/2021_2_5_17_24_24,-2.628483096,420,-0.070425463,0.928719048,-0.010306204,4.22249142,78.29503865,1,3.008069843,0.998685436,20.49390153
13,2833,72,0.328759266,0.066714754,0.905424769,39,8,FALSE,TRUE,2.67165557,1.279042874,0.175403689,6.353979786,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2833/2021_2_5_17_25_32,-0.099351088,288,0.909354561,1.032761446,0.09785499,6.906419357,28.95851695,1,0.190553888,0.57556244,16.97056275
14,3901,34,0.150278209,0.087566221,12.43245584,27,8,TRUE,FALSE,0.635903395,1.056383133,0.159617789,0.875381015,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3901/2021_2_5_17_25_43,2.520310459,63,0.118863483,0.991390427,0.016086106,0.89939961,4.139516543,0.999982598,1.266675467,0.897364322,7.937253933
15,2380,10,0.172226891,0.009582135,0.650625319,33,2,TRUE,FALSE,3.093218788,0.99603658,0.499517191,0.551654918,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2380/2021_2_5_17_25_44,-0.42982135,20,-0.084692437,0.892637579,-0.013519236,0.687728567,15.92141244,1,3.336154352,0.99957527,4.472135955
16,4143,18,0.257717167,0.119803406,0.889363469,35,6,FALSE,FALSE,1.025662985,1.272294664,-1.411265004,9.101826327,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4143/2021_2_5_17_25_49,-0.117249275,20,0.259888218,0.954835269,0.025565167,13.42425751,3.586638429,0.999832516,-0.478663335,0.316089077,4.472135955
17,2904,71,0.193230319,0.083554164,1.101731557,7,9,FALSE,FALSE,1.446281997,1.20129744,0.094523922,5.779857012,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2904/2021_2_5_17_26_31,0.096883085,272,-0.040653635,0.904851679,-0.003127859,6.476519347,27.10186789,1,0.248669746,0.598191874,16.4924225
18,3624,128,0.292556998,0.006995575,0.805029709,41,8,TRUE,TRUE,2.450173437,1.09497181,0.269890289,0.671534023,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3624/2021_2_5_17_30_50,-0.216876096,960,0.548809223,0.955019879,0.060427628,0.684255962,61.68627145,1,9.484700939,1,30.98386677
19,3903,27,0.06317078,0.057575032,2.188481769,5,4,FALSE,FALSE,3.185113799,2.472499138,0.464929028,6.023355186,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3903/2021_2_5_17_30_54,0.783208047,82,0.183499827,0.987632514,0.039416728,6.112291213,27.52113785,1,0.630398262,0.735782976,9.055385138
20,4875,9,0.174290598,0.005132306,0.418581406,6,2,TRUE,FALSE,3.738048811,0.454806183,0.503908087,0.339087452,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4875/2021_2_5_17_30_55,-0.870883889,22,-0.203833468,0.364659841,-0.027711355,0.654339615,50.70222902,1,3.810737047,0.999930723,4.69041576
21,1895,10,0.120474934,0.020934709,0.466124137,33,3,TRUE,FALSE,1.621427515,0.606387552,0.321708044,0.345258152,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1895/2021_2_5_17_30_55,-0.763303293,14,0.52330053,0.757475145,0.11105664,0.545270622,5.424356133,0.999999971,1.445493947,0.925840404,3.741657387
22,3359,18,0.105868149,0.050921658,0.122768418,21,5,TRUE,FALSE,3.979703153,1.19109233,0.809884387,0.40768745,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3359/2021_2_5_17_30_57,-2.097455476,28,-0.112559868,0.557252814,-0.018331277,0.251352894,38.85888049,1,17.435667,1,5.291502622
23,1246,48,0.292067951,0.054169845,1.215830046,58,6,FALSE,TRUE,1.621120433,0.951949248,0.154390232,3.530005411,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1246/2021_2_5_17_31_11,0.195427009,168,0.765429262,0.935435253,0.105751495,3.982894499,11.85653968,1,0.158284405,0.562883652,12.9614814
24,1708,42,0.170026207,0.104798839,0.615498639,57,5,FALSE,FALSE,1.902708748,1.685943807,0.144236853,5.563881739,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1708/2021_2_5_17_31_20,-0.485322545,156,0.421161117,1.028164622,0.066929636,5.907741922,17.99762761,1,0.16344093,0.564914361,12.489996
25,2617,37,0.219861818,0.073691174,1.222105339,38,9,FALSE,FALSE,2.003285021,1.632047134,-0.118819334,5.36986555,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2617/2021_2_5_17_31_33,0.20057506,62,0.460606357,1.178128413,0.063057821,7.167383518,10.31047534,1,-0.199808221,0.420815286,7.874007874
26,2172,75,0.124180479,0.04780632,0.598009687,4,9,TRUE,FALSE,1.286878898,1.014264782,0.257499201,0.674224657,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2172/2021_2_5_17_32_0,-0.514148326,313,0.046145777,0.93575909,0.01111896,0.683501235,23.45775736,1,6.377327817,1,17.69180601
27,2681,33,0.088919783,0.064569403,0.199157757,28,4,FALSE,FALSE,4.183310639,1.780407644,0.367671877,8.601247042,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2681/2021_2_5_17_32_5,-1.613658017,141,-0.394870111,1.304952649,-0.064436225,8.440066744,41.65889421,1,0.607933512,0.728384214,11.87434209
28,2499,72,0.21026744,0.076074099,2.001467787,19,4,FALSE,TRUE,1.290955994,0.969551981,0.042166561,8.707398919,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2499/2021_2_5_17_32_44,0.693880805,612,0.103722477,0.958290894,0.013450055,9.157090912,30.64887222,1,0.077580003,0.530918925,24.73863375
29,2265,45,0.290929605,0.060237533,0.93282891,12,5,FALSE,TRUE,1.626150892,0.958102417,0.116283674,5.048805011,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2265/2021_2_5_17_33_3,-0.069533471,180,0.457618979,0.853907219,0.056981053,5.406737199,18.35972385,1,0.147154952,0.558495142,13.41640786
30,4937,57,0.139142671,0.088224905,5.023973369,32,8,FALSE,FALSE,1.067144465,1.2051381,-0.500583641,10.57649251,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4937/2021_2_5_17_33_34,1.614221128,197,-0.012894458,1.019706279,-0.007237734,13.11373113,14.8661129,1,-0.528029721,0.298739354,14.03566885
31,1216,144,0.295395879,0.055812657,0.253340571,32,8,FALSE,TRUE,2.572186447,1.137961852,0.329821463,3.719003215,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1216/2021_2_5_17_35_28,-1.373020564,1224,0.516382835,1.037441938,0.070403774,3.862802369,69.32797799,1,2.349566844,0.990602365,34.98571137
32,3699,114,0.309832435,0.006644428,0.428282518,36,6,TRUE,TRUE,2.737851505,1.004121359,0.291925808,0.661709965,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3699/2021_2_5_17_39_10,-0.847972211,1026,0.773108472,0.949714532,0.082714257,0.682589267,66.26532837,1,9.817476831,1,32.03123476
33,4231,76,0.163489408,0.077653782,12.29408819,9,4,FALSE,TRUE,0.577536175,0.996893112,-0.168856126,13.10799218,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4231/2021_2_5_17_40_8,2.509118512,684,-0.043771624,1.022838777,-0.006245976,13.7923091,15.88647969,1,-0.308346285,0.378909425,26.15339366
34,1181,14,0.207874682,0.053536044,0.433829625,18,2,FALSE,TRUE,1.591543323,0.764572125,0.13859119,3.548999409,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1181/2021_2_5_17_40_9,-0.835103391,42,0.661197853,0.506335293,0.106393447,4.254625712,11.90777698,1,0.049044319,0.519558012,6.480740698
35,3934,95,0.330032376,0.064810385,1.105089028,19,5,FALSE,TRUE,1.404728234,0.960158471,0.084802286,7.551383412,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3934/2021_2_5_17_43_0,0.0999259,855,-0.032093245,0.847795652,-0.002654616,7.835242753,49.55582192,1,0.326380865,0.627931893,29.24038303
36,1397,28,0.092979855,0.015467028,3.161057646,23,4,TRUE,FALSE,0.45788227,0.831609164,0.111857148,0.623962698,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1397/2021_2_5_17_43_3,1.15090667,97,-0.080271316,0.81440014,-0.019839954,0.626367864,6.508100729,1,2.070773589,0.98081002,9.848857802
37,1552,30,0.145661512,0.068955729,0.897150698,23,2,TRUE,FALSE,0.878690701,1.123335416,0.231155158,0.485475153,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1552/2021_2_5_17_43_6,-0.108531429,211,0.093022555,0.630373244,0.01793446,0.339013814,18.10433605,1,9.135939021,1,14.52583905
38,2803,23,0.10522887,0.067583672,3.79605356,45,5,FALSE,FALSE,0.295801137,1.462669238,-0.451633823,6.920202774,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2803/2021_2_5_17_43_9,1.33396199,49,0.070433328,1.108466228,0.014293195,7.037890618,1.423204989,0.92266163,-0.463418559,0.321532189,7
39,1880,97,0.081366528,0.055020403,0.057121989,31,8,FALSE,FALSE,4.013613486,0.964313206,1.298517832,1.280806784,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1880/2021_2_5_17_43_44,-2.862566146,613,0.350348718,1.001850329,0.085527479,1.141909684,90.53066306,1,26.30000483,1,24.75883681
40,4740,95,0.240892738,0.004846152,0.090655595,36,5,TRUE,TRUE,3.419872577,0.776667295,0.393763354,0.488868267,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4740/2021_2_5_17_46_14,-2.40068762,855,0.72347437,0.703997916,0.083352826,0.505173997,111.9942469,1,17.96712182,1,29.24038303
41,2820,55,0.121154094,0.003692168,0.19347274,38,5,TRUE,TRUE,3.112878065,1.269746836,0.576230583,0.478988502,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2820/2021_2_5_17_46_30,-1.642618654,275,0.228783305,0.801127382,0.042584759,0.463046391,59.6999952,1,19.1115081,1,16.58312395
42,3304,72,0.232722962,0.07799329,1.616596107,32,8,FALSE,FALSE,1.157522317,1.146953207,-0.052226348,8.110430088,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3304/2021_2_5_17_47_26,0.48032277,337,0.26013736,0.97632161,0.031440695,8.917841911,16.87333129,1,-0.172230316,0.431628233,18.35755975
43,1982,90,0.241848862,0.00895729,1.713924576,28,5,TRUE,TRUE,1.48990987,0.935817731,0.209030533,0.878224538,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1982/2021_2_5_17_48_19,0.538785814,765,0.233757538,1.023487372,0.033014752,0.898138349,33.94615093,1,5.420496712,0.99999997,27.65863337
44,3679,36,0.133429978,0.080556009,4.424433607,52,5,FALSE,FALSE,1.540357728,1.943477614,-0.016272826,9.058152727,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3679/2021_2_5_17_48_28,1.487142272,135,0.329734622,1.03501558,0.060406672,8.490586457,13.59029724,1,-0.104932123,0.458214834,11.61895004
45,4089,12,0.161225238,0.089321601,0.92526903,40,4,TRUE,FALSE,2.961267427,0.796379245,0.538406063,0.380458134,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4089/2021_2_5_17_48_29,-0.077670741,14,0.399696478,1.020561278,0.049569918,0.454001973,9.391421237,1,4.028743223,0.999971962,3.741657387
46,1059,13,0.071329992,0.040462394,1.749197452,44,2,FALSE,FALSE,1.973142486,0.904583545,0.501912672,2.099311755,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1059/2021_2_5_17_48_30,0.559157084,38,0.041851448,0.826340731,0.001738341,2.708535371,14.40722582,1,1.138357534,0.872514391,6.164414003
47,3150,119,0.220701614,0.006609045,0.133900287,38,7,TRUE,TRUE,3.915366002,0.824148646,0.51822164,0.456917233,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3150/2021_2_5_17_50_45,-2.010659881,952,0.890186742,0.953450361,0.117618944,0.460642364,97.89747735,1,26.83295278,1,30.85449724
48,4723,26,0.069097217,0.052590565,0.42477578,55,7,FALSE,FALSE,2.157427448,1.345071387,-0.512563103,9.4690004,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4723/2021_2_5_17_50_50,-0.856193826,44,-0.058353691,1.017574696,-0.002723955,8.684618041,14.44398074,1,-0.389411521,0.348485876,6.633249581
49,4354,105,0.297366406,0.00682371,1.94303061,58,7,TRUE,TRUE,1.813083802,0.981981831,0.189654676,0.820660733,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4354/2021_2_5_17_54_12,0.664248924,735,0.394138981,0.95036885,0.041342629,0.837310395,40.47780777,1,4.802126734,0.999999215,27.11088342
50,2335,37,0.233288963,0.103823743,0.873674622,48,6,FALSE,FALSE,2.870851648,1.758226714,0.010430097,6.416652955,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2335/2021_2_5_17_54_22,-0.135047259,110,0.778507333,1.134650749,0.102254843,8.917473917,19.34048193,1,-0.107997631,0.456998786,10.48808848
51,4423,47,0.040787758,0.020966944,0.977888333,35,6,FALSE,FALSE,4.412614484,2.334930209,1.287855108,4.229900706,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4423/2021_2_5_17_54_31,-0.022359795,214,0.024856776,1.091627348,0.011232779,4.121162969,58.79970094,1,4.531578775,0.999997073,14.62873884
52,1519,18,0.047070441,0.027475276,20.28011385,41,4,TRUE,FALSE,0.876831619,1.288634201,0.503640577,0.929324736,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1519/2021_2_5_17_54_32,3.009640792,34,-0.047058018,1.107254975,-0.024927968,0.616745171,4.865325651,0.999999429,4.997295327,0.999999709,5.830951895
53,2139,7,0.144460028,0.031865113,2.09201673,23,2,TRUE,FALSE,1.368529671,0.947074275,0.260037018,0.426705597,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2139/2021_2_5_17_54_32,0.738128543,11,0.207832596,0.699683859,0.036091279,0.706367541,5.501908673,0.999999981,1.051497908,0.853485015,3.31662479
54,3279,117,0.206765144,0.006583659,3.066003161,52,9,TRUE,TRUE,0.984060756,1.003489508,0.132591528,0.717854427,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3279/2021_2_5_17_56_46,1.120374811,702,0.098958235,0.981366602,0.013482429,0.755104623,23.8963109,1,4.179327122,0.999985381,26.4952826
55,1387,16,0.102108868,0.006567827,2.011157499,41,2,TRUE,FALSE,0.981562728,0.957674022,0.232341059,0.599294284,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1387/2021_2_5_17_56_47,0.698710426,60,-0.589957954,0.941556929,-0.138188496,0.666655326,12.92852984,1,4.30523763,0.99999166,7.745966692
56,4462,48,0.281049231,0.007109679,1.4371102,44,8,TRUE,TRUE,2.079027561,1.119912534,0.221270752,0.747580133,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4462/2021_2_5_17_57_30,0.362634292,120,0.504452761,0.999824269,0.054333939,0.832712045,17.25163437,1,2.196078682,0.985956844,10.95445115
57,1047,51,0.129670206,0.053710941,0.118320856,8,5,TRUE,FALSE,3.346119606,0.96479693,0.854886412,0.604500567,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1047/2021_2_5_17_57_39,-2.134355225,273,0.032529379,0.935646735,0.011273032,0.526275153,58.51513589,1,26.48572812,1,16.52271164
58,3079,11,0.176326434,0.029226154,0.980339109,38,2,TRUE,FALSE,2.40440467,1.570319958,0.339303119,0.601175555,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3079/2021_2_5_17_57_40,-0.019856738,25,-0.004834479,0.749555743,-0.00043237,0.845520839,16.07111393,1,2.009030845,0.977733069,5
59,3897,35,0.344866014,0.007188926,1.514783644,17,7,TRUE,TRUE,1.592012671,0.811251988,0.155648131,0.677043779,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3897/2021_2_5_17_58_4,0.41527262,70,0.400493371,1.051971003,0.039558495,0.750950985,9.476464331,1,1.293394118,0.902062608,8.366600265
60,3812,56,0.297598748,0.063938068,2.559498444,7,8,FALSE,TRUE,0.901321429,0.99753944,-0.094166158,7.095358594,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3812/2021_2_5_17_58_54,0.939811319,168,-0.293729868,0.93639545,-0.031858564,8.021924169,16.54176679,1,-0.10067394,0.459904649,12.9614814
61,2077,64,0.094223941,0.059996744,2.220351249,26,4,FALSE,TRUE,1.553220651,1.185366498,0.033157549,8.242969755,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2077/2021_2_5_17_59_10,0.797665404,480,-0.10811455,1.17975022,-0.015669218,9.761063675,30.8523194,1,0.109592655,0.543633782,21.9089023
62,2081,22,0.198899131,0.007264511,0.898789241,14,2,TRUE,TRUE,2.112651701,0.853870936,0.324724084,0.725712265,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2081/2021_2_5_17_59_13,-0.106706709,110,-0.531960841,0.911552311,-0.082061755,0.78806967,30.42823766,1,5.413742008,0.999999969,10.48808848
63,3430,126,0.361300847,0.007668493,1.065531802,22,7,TRUE,TRUE,1.562446098,0.949735197,0.154980467,0.763319355,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3430/2021_2_5_18_4_0,0.063474019,1071,0.3212384,0.884181325,0.031999666,0.786990869,45.94072645,1,5.114019262,0.999999842,32.72613634
64,2635,70,0.099268094,0.032521974,3.090096161,27,7,TRUE,FALSE,0.804803367,1.047598376,0.189472666,0.819356995,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2635/2021_2_5_18_4_23,1.128202211,381,0.027504497,0.993760334,0.00622464,0.808410684,15.26753296,1,4.424556522,0.999995168,19.5192213
65,4380,83,0.229842658,0.040268104,0.839955195,10,8,TRUE,FALSE,2.340383749,0.995307145,0.286824069,0.698534762,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4380/2021_2_5_18_6_20,-0.174406727,417,0.243140238,0.955940912,0.03066425,0.722691706,44.8008071,1,7.23812308,1,20.42057786
66,4377,18,0.104815576,0.032681034,1.293095436,32,2,FALSE,FALSE,3.057339949,0.509311479,0.509245353,2.705481659,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4377/2021_2_5_18_6_22,0.257038907,121,1.285084095,0.566472524,0.28064972,1.712449902,34.41440419,1,1.468394469,0.929001448,11
67,2446,27,0.241634112,0.074517889,13.20552056,29,3,FALSE,TRUE,0.558764071,1.082837567,-0.151794828,7.727616921,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2446/2021_2_5_18_6_28,2.580634966,108,0.231864666,1.035200885,0.035438777,8.554200305,3.281718861,0.999484118,-0.227465879,0.410030749,10.39230485
68,1449,27,0.103034021,0.051522196,1.203129452,34,4,TRUE,FALSE,1.534372719,0.826616282,0.413841868,0.518158005,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1449/2021_2_5_18_6_31,0.184926039,84,0.285238194,0.848890285,0.069735984,0.553035632,13.48643899,1,5.702675089,0.999999994,9.16515139
69,3723,26,0.218878489,0.006025155,1.317912077,21,2,TRUE,TRUE,1.726552062,0.908229184,0.219763534,0.797152336,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3723/2021_2_5_18_6_38,0.276048724,156,0.373696562,0.785482117,0.047627835,0.823143505,21.51183254,1,2.611906892,0.995498061,12.489996
70,2544,64,0.118987077,0.025376491,2.102674303,25,6,TRUE,FALSE,1.127870353,1.179130218,0.219404617,0.855004016,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2544/2021_2_5_18_6_59,0.743210012,357,0.122408797,0.984261197,0.023685456,0.792917554,19.30141791,1,4.663794681,0.999998448,18.89444363
71,1955,79,0.164841853,0.075170724,1.035601597,47,8,FALSE,FALSE,1.558106792,1.687532644,0.059551535,7.920609868,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1955/2021_2_5_18_7_30,0.034982511,438,0.269374761,1.124957877,0.046633263,7.758121176,23.97526506,1,0.034848568,0.513899754,20.92844954
72,2491,84,0.315253962,0.072774523,1.331819198,33,7,FALSE,TRUE,2.218998298,1.126895038,0.150994336,6.865126464,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2491/2021_2_5_18_8_48,0.286545826,462,0.573910954,0.969732979,0.064771352,7.293279924,36.46345221,1,0.254109648,0.600294575,21.49418526
73,3862,69,0.165634687,0.097297857,1.04008314,53,9,FALSE,FALSE,2.905431114,1.494292911,0.242101803,6.598531176,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3862/2021_2_5_18_9_28,0.039300652,335,0.278851299,0.880999925,0.046938573,9.23801527,54.56788667,1,0.38667111,0.650500147,18.30300522
74,4886,6,0.198082958,0.049283596,0.172629019,32,2,FALSE,FALSE,4.131173193,0.501435358,0.429041668,1.326831352,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4886/2021_2_5_18_9_28,-1.756610386,7,0.46892417,0.722711365,0.064510093,3.538076044,13.40701229,1,0.27259445,0.607417511,2.645751311
